"Journal Data Filtered By:  Selected Categories: ECONOMICS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA
"SOCIAL CHOICE AND WELFARE","SOC CHOICE WELFARE","SPRINGER","0176-1714","1432-217X","ECONOMICS","SSCI","1,555","0.8","Q3","0.26","43.48"%,
"B E Journal of Economic Analysis & Policy","BE J ECON ANAL POLI","WALTER DE GRUYTER GMBH","2194-6108","1935-1682","ECONOMICS","SSCI","1,127","0.8","Q3","0.24","21.5"%,
"Estudios Gerenciales","ESTUD GERENC","UNIV ICESI","0123-5923","0123-5923","ECONOMICS","ESCI","393","0.8","Q3","0.23","82.91"%,
"International Journal of Economic Policy Studies","INT J ECON POLICY ST","SPRINGERNATURE","2524-4892","1881-4387","ECONOMICS","ESCI","137","0.8","Q3","0.23","17.11"%,
"ATLANTIC ECONOMIC JOURNAL","ATLANTIC ECON J","SPRINGER","0197-4254","1573-9678","ECONOMICS","ESCI","393","0.8","Q3","0.19","18.03"%,
"International Journal of Management and Economics","INT J MANAG ECON","SCIENDO","2299-9701","2543-5361","ECONOMICS","ESCI","325","0.8","Q3","0.15","100"%,
"Review of Economic Perspectives","REV ECON PERSPECT","SCIENDO","1213-2446","1804-1663","ECONOMICS","ESCI","148","0.8","Q3","0.15","100"%,
"Cliometrica","CLIOMETRICA","SPRINGER HEIDELBERG","1863-2505","1863-2513","ECONOMICS","SSCI","313","0.7","Q3","1.73","57.14"%,
"European Journal of the History of Economic Thought","EUR J HIST ECON THOU","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0967-2567","1469-5936","ECONOMICS","SSCI","460","0.7","Q3","0.65","15.86"%,
"Journal of Demographic Economics","J DEMOGR ECON","CAMBRIDGE UNIV PRESS","2054-0892","2054-0906","ECONOMICS","SSCI","278","0.7","Q3","0.46","29.85"%,
"New Zealand Economic Papers","NEW ZEAL ECON PAP","TAYLOR & FRANCIS LTD","0077-9954","1943-4863","ECONOMICS","ESCI","188","0.7","Q3","0.37","21.98"%,
"Journal of Forest Economics","J FOREST ECON","NOW PUBLISHERS INC","1104-6899","1618-1530","ECONOMICS","SSCI","632","0.7","Q3","0.36","2.44"%,
"International Advances in Economic Research","INT ADV ECON RES","SPRINGER","1083-0898","1573-966X","ECONOMICS","ESCI","477","0.7","Q3","0.3","29.73"%,
"JOURNAL OF MATHEMATICAL ECONOMICS","J MATH ECON","ELSEVIER SCIENCE SA","0304-4068","1873-1538","ECONOMICS","SSCI","1,779","0.7","Q3","0.3","31.48"%,
"Latin American Business Review","LAT AM BUS REV","TAYLOR & FRANCIS LTD","1097-8526","1528-6932","ECONOMICS","ESCI","169","0.7","Q3","0.3","0"%,
"Pacific Economic Review","PAC ECON REV","WILEY","1361-374X","1468-0106","ECONOMICS","SSCI","523","0.7","Q3","0.3","12.07"%,
"Economics and Business Letters","ECON BUS LETT","UNIV OVIEDO","2254-4380","2254-4380","ECONOMICS","ESCI","196","0.7","Q3","0.28","90.79"%,
"Ledger","LEDGER-PITTSBURGH","UNIV PITTSBURGH, UNIV LIBRARY SYSTEM","N/A","2379-5980","ECONOMICS","ESCI","104","0.7","Q3","0.24","100"%,
"MATHEMATICAL SOCIAL SCIENCES","MATH SOC SCI","ELSEVIER","0165-4896","1879-3118","ECONOMICS","SSCI","1,000","0.7","Q3","0.24","30.86"%,
"REVIEW OF INDUSTRIAL ORGANIZATION","REV IND ORGAN","SPRINGER","0889-938X","1573-7160","ECONOMICS","SSCI","1,198","0.7","Q3","0.24","36.3"%,
"Japanese Political Economy","JPN POLIT ECON","TAYLOR & FRANCIS LTD","2329-194X","2329-1958","ECONOMICS","ESCI","68","0.7","Q3","0.23","22.22"%,
"ACTA OECONOMICA","ACTA OECON","AKADEMIAI KIADO ZRT","0001-6373","1588-2659","ECONOMICS","SSCI","299","0.7","Q3","0.2","35.58"%,
"Economic Journal of Emerging Markets","ECON J EMERG MARK","UNIV ISLAM INDONESIA","2086-3128","2502-180X","ECONOMICS","ESCI","95","0.7","Q3","0.2","98.11"%,
"International Journal of Economic Theory","INT J ECON THEORY","WILEY","1742-7355","1742-7363","ECONOMICS","SSCI","179","0.7","Q3","0.2","15.07"%,
"Journal of Interdisciplinary Economics","J INTERDISC ECON","SAGE PUBLICATIONS INDIA PVT LTD","0260-1079","2321-5305","ECONOMICS","ESCI","135","0.7","Q3","0.19","11.43"%,
"Zbornik Radova Ekonomskog Fakulteta u Rijeci-Proceedings of Rijeka Faculty of Economics","ZB RAD EKON FAK RIJE","UNIV RIJEKA, FAC ECOMOMICS","1331-8004","1846-7520","ECONOMICS","ESCI","220","0.7","Q3","0.19","96.49"%,
"Economia Agraria y Recursos Naturales","ECON AGRAR RECUR NAT","UNIV POLITECNICA VALENCIA, EDITORIAL UPV","1578-0732","2174-7350","ECONOMICS","ESCI","132","0.7","Q3","0.14","100"%,
"Journal of the Economic Science Association-JESA","J ECON SCI ASSOC-JES","CAMBRIDGE UNIV PRESS","2199-6784","2199-6776","ECONOMICS","ESCI","334","0.6","Q4","0.36","48.44"%,
"Studia Europejskie-Studies in European Affairs","STUD EUROPEJSKIE","University of Warsaw Centre for Europe","1428-149X","2719-3780","ECONOMICS","ESCI","89","0.6","Q4","0.29","100"%,
"THEORY AND DECISION","THEOR DECIS","SPRINGER","0040-5833","1573-7187","ECONOMICS","SSCI","1,296","0.6","Q4","0.26","41.56"%,
"Etikonomi","ETIKONOMI","SYARIF SYARIF HIDAYATULLAH STATE UNIV JAKARTA","1412-8969","2461-0771","ECONOMICS","ESCI","126","0.6","Q4","0.24","91.4"%,
"Studia Universitatis Vasile Goldis Arad Seria Stiinte Economice","STUD U VASILE GOL EC","SCIENDO","1584-2339","2285-3065","ECONOMICS","ESCI","105","0.6","Q4","0.24","98.36"%,
"Investigacion Economica","INVEST ECON-MEX","UNIV NACIONAL AUTONOMA MEXICO, FAC ECONOMIA","0185-1667","N/A","ECONOMICS","SSCI","213","0.6","Q4","0.21","98.67"%,
"ACCESS-Access to science business innovation in the digital economy","ACCESS-ACCESS SCI BU","Access Press Publishing House","N/A","2683-1007","ECONOMICS","ESCI","80","0.6","Q4","0.2","90.8"%,
"JOURNAL OF QUANTITATIVE ECONOMICS","J QUANT ECON","SPRINGER","0971-1554","2364-1045","ECONOMICS","ESCI","307","0.6","Q4","0.2","8.33"%,
"Baltic Journal of Economic Studies","BALT J ECON STUD","Baltija Publishing","2256-0742","2256-0963","ECONOMICS","ESCI","443","0.6","Q4","0.18","99.08"%,
"Econ Journal Watch","ECON J WATCH","INST SPONTANEOUS ORDER ECONOMICS","1933-527X","1933-527X","ECONOMICS","SSCI","175","0.6","Q4","0.17","0"%,
"Indian Economic Review","INDIAN ECON REV","SPRINGERNATURE","0019-4670","2520-1778","ECONOMICS","ESCI","239","0.6","Q4","0.17","10.75"%,
"EKONOMICKY CASOPIS","EKON CAS","INST ECONOMICS RESEARCH SAS & INST FORECASTING CSPS SAS","0013-3035","0013-3035","ECONOMICS","SSCI","213","0.6","Q4","0.16","100"%,
"Malaysian Journal of Economic Studies","MALAYS J ECON STUD","PERSATUAN EKONOMI MALAYSIA","1511-4554","1511-4554","ECONOMICS","ESCI","155","0.6","Q4","0.16","100"%,
"EGE ACADEMIC REVIEW","EGE ACAD REV","EGE UNIV, FAC ECONOMICS & ADMIN SCIENCES","1303-099X","1303-099X","ECONOMICS","ESCI","227","0.6","Q4","0.15","87.29"%,
"International Review","INT REV","FAC BUSINESS ECONOMICS & ENTREPRENEURSHIP","2217-9739","2217-9739","ECONOMICS","ESCI","170","0.6","Q4","0.11","99.14"%,
"Revista de Historia Economica-Journal of Iberian and Latin American Economic History","REV HIST ECON","CAMBRIDGE UNIV PRESS","0212-6109","2041-3335","ECONOMICS","SSCI","270","0.5","Q4","1.18","31.71"%,
"Revista de Historia Industrial","REV HIST INDUST","UNIV BARCELONA, DEPT HISTORIA, INST ECONOMIQUES","1132-7200","2385-3247","ECONOMICS","SSCI","201","0.5","Q4","0.53","95.35"%,
"Journal of Philosophical Economics","J PHILOS ECON","EDITURA ASE","1843-2298","1844-8208","ECONOMICS","ESCI","82","0.5","Q4","0.4","3.03"%,
"JAPANESE ECONOMIC REVIEW","JPN ECON REV","SPRINGER HEIDELBERG","1352-4739","1468-5876","ECONOMICS","SSCI","475","0.5","Q4","0.37","28.81"%,
"Eastern Economic Journal","EAST ECON J","PALGRAVE MACMILLAN LTD","0094-5056","1939-4632","ECONOMICS","ESCI","597","0.5","Q4","0.28","13.16"%,
"Series-Journal of the Spanish Economic Association","SERIES-J SPAN ECON","SPRINGER HEIDELBERG","1869-4187","1869-4195","ECONOMICS","SSCI","301","0.5","Q4","0.27","100"%,
"Games","GAMES-BASEL","MDPI","N/A","2073-4336","ECONOMICS","ESCI","478","0.5","Q4","0.23","100"%,
"Journal of Australian Political Economy","J AUST POLIT ECON","AUSTRALIAN POLITICAL ECONOMY MOVEMENT","0156-5826","1839-3675","ECONOMICS","SSCI","227","0.5","Q4","0.23","0"%,
"Voprosy Ekonomiki","VOPR EKON","VOPROSY EKONOMIKI, NP","0042-8736","0042-8736","ECONOMICS","ESCI","413","0.5","Q4","0.23","0"%,
"Review of Economic Analysis","REV ECON ANAL","DIGITAL INITIATIVES UNIV WATERLOO LIB","1973-3909","1973-3909","ECONOMICS","ESCI","92","0.5","Q4","0.22","16.13"%,
"Review of Behavioral Economics","REV BEHAV ECON","NOW PUBLISHERS INC","2326-6198","2326-6201","ECONOMICS","ESCI","184","0.5","Q4","0.21","1.96"%,
"REVUE D ECONOMIE POLITIQUE","REV ECON POLIT","EDITIONS DALLOZ","0373-2630","2105-2883","ECONOMICS","SSCI","261","0.5","Q4","0.21","0"%,
"Financial Internet Quarterly","FINANC INTERNET Q","WALTER DE GRUYTER GMBH","N/A","2719-3454","ECONOMICS","ESCI","90","0.5","Q4","0.19","97.96"%,
"Argumenta Oeconomica","ARGUM OECON","WROCLAW UNIV ECONOMICS","1233-5835","2720-5088","ECONOMICS","SSCI","127","0.5","Q4","0.18","100"%,
"Comparative Economic Research-Central and Eastern Europe","COMP ECON RES","LODZ UNIV PRESS","1508-2008","2082-6737","ECONOMICS","ESCI","257","0.5","Q4","0.18","100"%,
"Evolutionary and Institutional Economics Review","EVOL INST ECON REV","SPRINGER HEIDELBERG","1349-4961","2188-2096","ECONOMICS","ESCI","151","0.5","Q4","0.18","25.49"%,
"Hacienda Publica Espanola-Review of Public Economics","HACIENDA PUBLICA ESP","INST ESTUDIOS FISCALES","0210-1173","2386-4176","ECONOMICS","SSCI","219","0.5","Q4","0.17","97.01"%,
"Review of Economic Design","REV ECON DES","SPRINGER HEIDELBERG","1434-4742","1434-4750","ECONOMICS","SSCI","188","0.5","Q4","0.17","27.66"%,
"Economic Theory Bulletin","ECON THEOR B","SPRINGER HEIDELBERG","2196-1085","2196-1093","ECONOMICS","ESCI","71","0.5","Q4","0.16","31.82"%,
"International Studies of Economics","INT STUD ECON","WILEY","2831-3224","2831-3224","ECONOMICS","ESCI","40","0.5","Q4","0.16","94.19"%,
"B E Journal of Macroeconomics","BE J MACROECON","WALTER DE GRUYTER GMBH","2194-6116","1935-1690","ECONOMICS","SSCI","352","0.5","Q4","0.15","3.57"%,
"B E Journal of Theoretical Economics","BE J THEOR ECON","WALTER DE GRUYTER GMBH","2194-6124","1935-1704","ECONOMICS","SSCI","242","0.5","Q4","0.14","9.68"%,
"Latin American Economic Review","LAT AM ECON REV","CENTRO INVESTIGACION & DOCENCIA ECONOMICAS-CIDE","2198-3526","2196-436X","ECONOMICS","SSCI","199","0.5","Q4","0.14","8.33"%,
"Oeconomia-History Methodology Philosophy","OECONOMIA","ASSOC OECONOMIA","2113-5207","2269-8450","ECONOMICS","ESCI","168","0.5","Q4","0.14","64.77"%,
"World Review of Political Economy","WORLD REV POLIT ECON","PLUTO JOURNALS","2042-891X","2042-8928","ECONOMICS","ESCI","139","0.5","Q4","0.14","80.6"%,
"Zagreb International Review of Economics & Business","ZAGREB INT REV ECON","WALTER DE GRUYTER GMBH","1331-5609","1849-1162","ECONOMICS","ESCI","187","0.5","Q4","0.13","77.92"%,
"International Journal of Transport Economics","INT J TRANSP ECON","FABRIZIO SERRA EDITORE","0391-8440","N/A","ECONOMICS","SSCI","175","0.5","Q4","0.12","0"%,
"Journal of Institutional Studies","J INST STUD","INT ASSOC INST RESEARCH","2076-6297","2412-6039","ECONOMICS","ESCI","97","0.5","Q4","0.12","97.96"%,
"Ekonomia i Prawo-Economics and Law","EKON PRAWO","UNIWERSYTET MIKOLAJA KOPERNIKA-NICOLAUS COPERNICUS UNIV","1898-2255","2392-1625","ECONOMICS","ESCI","116","0.5","Q4","0.11","95.8"%,
"REICE-Revista Electronica de Investigacion en Ciencias Economicas","REICE-REV ELECTRON I","UNIV NACL AUTONOMA NICARAGUA","2308-782X","2308-782X","ECONOMICS","ESCI","100","0.5","Q4","0.11","80.23"%,
"Annals of Economics and Finance","ANN ECON FINANC","WUHAN UNIV JOURNALS PRESS","1529-7373","1529-7373","ECONOMICS","SSCI","361","0.5","Q4","0.1","0"%,
"Croatian Economic Survey","CROAT ECON SURV","INST ECONOMICS, ZAGREB","1330-4860","1846-3878","ECONOMICS","ESCI","47","0.5","Q4","0.1","94.12"%,
"Estudios de Economia","ESTUD ECONOMIA","UNIV CHILE DEPT ECONOMICS","0718-5286","0718-5286","ECONOMICS","SSCI","135","0.5","Q4","0.1","35.14"%,
"REVUE ECONOMIQUE","REV ECON-FR","PRESSES FOND NAT SCI POLIT","0035-2764","1950-6694","ECONOMICS","ESCI","398","0.5","Q4","0.1","0.92"%,
"TRIMESTRE ECONOMICO","TRIMEST ECON","FONDO CULTURA ECONOMICA","0041-3011","0041-3011","ECONOMICS","SSCI","272","0.5","Q4","0.09","95.92"%,
"Apuntes del CENES","APUNT CENES","UNIV PEDAGOGICA & TECNOLOGICA COLOMBIA","0120-3053","2256-5779","ECONOMICS","ESCI","57","0.5","Q4","0.08","83.87"%,
"Asia-Pacific Economic History Review","ASIA-PAC ECON HIST R","WILEY","2832-157X","2832-157X","ECONOMICS","SSCI","14","0.4","Q4","0.46","57.14"%,
"Regionologiya-Regionology Russian Journal of Regional Studies","REGIONOLOGIYA","NATL RESEARCH OGAREV MORDOVIA STATE UNIV","2413-1407","2587-8549","ECONOMICS","ESCI","57","0.4","Q4","0.3","98.33"%,
"Economics and Finance Letters","ECON FINANCE LETT","CONSCIENTIA BEAM","2312-6310","2312-430X","ECONOMICS","ESCI","64","0.4","Q4","0.2","98.48"%,
"INTERNATIONAL JOURNAL OF GAME THEORY","INT J GAME THEORY","SPRINGER HEIDELBERG","0020-7276","1432-1270","ECONOMICS","SSCI","1,305","0.4","Q4","0.19","38.1"%,
"Review of Regional Studies","REV REG STUD","SOUTHERN REGIONAL SCIENCE ASSOC","0048-749X","1553-0892","ECONOMICS","ESCI","289","0.4","Q4","0.19","0"%,
"African Review of Economics and Finance-AREF","AFR REV ECON FINANC","PORTHOLOGOS PRESS","2042-1478","2410-4906","ECONOMICS","ESCI","179","0.4","Q4","0.18","0"%,
"ECONOMIC AND SOCIAL REVIEW","ECON SOC REV","ECONOMIC & SOCIAL STUDIES","0012-9984","0012-9984","ECONOMICS","SSCI","308","0.4","Q4","0.18","0"%,
"POLITICKA EKONOMIE","POLIT EKON","Prague Univ Economics and Business","0032-3233","2336-8225","ECONOMICS","SSCI","139","0.4","Q4","0.18","97.94"%,
"Croatian Operational Research Review","CROAT OPER RES REV","CROATIAN OPERATIONAL RESEARCH SOC","1848-0225","1848-9931","ECONOMICS","ESCI","160","0.4","Q4","0.16","97.56"%,
"East Asian Economic Review","E ASIAN ECON REV","KOREA INST INT ECONOMIC POLICY","2508-1640","2508-1667","ECONOMICS","ESCI","82","0.4","Q4","0.15","97.44"%,
"Ekonomska Misao i Praksa-Economic Thought and Practice","EKON MISAO PRAKSA","UNIV DUBROVNIK","1330-1039","1848-963X","ECONOMICS","ESCI","126","0.4","Q4","0.13","95.56"%,
"Sosyoekonomi","SOSYOEKONOMI","SOSYOEKONOMI SOC","1305-5577","1305-5577","ECONOMICS","ESCI","238","0.4","Q4","0.13","99.27"%,
"Journal of Energy Markets","J ENERGY MARKETS","INCISIVE MEDIA","1756-3607","1756-3615","ECONOMICS","ESCI","93","0.4","Q4","0.12","0"%,
"Revista Finanzas y Politica Economica","REV FINANZAS POLITIC","UNIV CATOLICA COLOMBIA, FAC ECONOMIA","2248-6046","2011-7663","ECONOMICS","ESCI","79","0.4","Q4","0.12","98.18"%,
"International Productivity Monitor","INT PRODUCT MONIT","CENTRE STUDY LIVING STANDARDS","1492-9759","1492-9767","ECONOMICS","ESCI","193","0.4","Q4","0.11","0"%,
"Homo Oeconomicus-Journal of Behavioral and Institutional Economics","HOMO OECON","SPRINGER HEIDELBERG","0943-0180","2366-6161","ECONOMICS","ESCI","65","0.4","Q4","0.1","56"%,
"Scientific Bulletin of Mukachevo State University-Series Economics","SCI B MUKACHEVO-ECON","MUKACHEVO STATE UNIV","2313-8114","2518-1254","ECONOMICS","ESCI","27","0.4","Q4","0.1","89.41"%,
"International Journal of Applied Behavioral Economics","INT J APPL BEHAV ECO","IGI GLOBAL","2160-9802","2160-9810","ECONOMICS","ESCI","35","0.4","Q4","0.09","90"%,
"International Journal of Contemporary Economics and Administrative Sciences","INT J CONTEMP ECON A","INT JOURNAL CONTEMPORARY ECONOMICS & ADMINISTRATIVE SCIENCES","1925-4423","1925-4423","ECONOMICS","ESCI","105","0.4","Q4","0.09","0"%,
"Revista de Economia Mundial","REV ECON MUND","UNIV HUELVA, SERV PUBLICACIONES","1576-0162","2340-4264","ECONOMICS","SSCI","132","0.4","Q4","0.08","68"%,
"Journal of Private Enterprise","J PRIV ENTERP","ASSOC PRIVATE ENTERPRISE EDUCATION","0890-913X","0890-913X","ECONOMICS","ESCI","120","0.4","Q4","0.06","0"%,
"Cepal Review","CEPAL REV","COMISION ECONOMICA PARA AMERICA LATINA Y EL CARIBE","0251-2920","1684-0348","ECONOMICS","SSCI","565","0.4","Q4","0.04","0"%,
"Investigaciones de Historia Economica","INVESTIG HIST ECON","ASOC ESPANOLA HISTORIA ECONOMICA","1698-6989","2340-3373","ECONOMICS","ESCI","141","0.3","Q4","0.61","90.48"%,
"Jahrbuch Fur Wirtschaftsgeschichte","JB WIRTSCHAFTSGESCHI","WALTER DE GRUYTER GMBH","0075-2800","2196-6842","ECONOMICS","ESCI","96","0.3","Q4","0.45","100"%,
"History of Economics Review","HIST ECON REV","TAYLOR & FRANCIS LTD","1037-0196","1838-6318","ECONOMICS","ESCI","62","0.3","Q4","0.21","28.95"%,
"Margin-Journal of Applied Economic Research","MARGIN","SAGE PUBLICATIONS INDIA PVT LTD","0973-8010","0973-8029","ECONOMICS","ESCI","269","0.3","Q4","0.19","9.38"%,
"South Asian Journal of Macroeconomics and Public Finance","S ASIAN J MACROEC PU","SAGE PUBLICATIONS INDIA PVT LTD","2277-9787","2321-0273","ECONOMICS","ESCI","61","0.3","Q4","0.16","9.09"%,
"Economic and Social Changes-Facts Trends Forecast","ECON SOC CHANG","INST SOCIO-ECONOMIC DEVELOPMENT TERRITORIES RUSSIAN ACAD SCIENCES-ISEDT RAS","2307-0331","2312-9824","ECONOMICS","ESCI","188","0.3","Q4","0.13","99.2"%,
"Economic Annals-XXI","ECON ANN-XXI","INST SOC TRANSFORMATION","1728-6220","1728-6239","ECONOMICS","ESCI","274","0.3","Q4","0.12","86.46"%,
"International Journal of Economics Management and Accounting","INT J ECON MANAG ACC","IIUM PRESS","1394-7680","1394-7680","ECONOMICS","ESCI","162","0.3","Q4","0.12","0"%,
"Ekonomicheskaya politika","EKONOMICHESKAYA POLI","EKONOMICESKAA POLITIKA","1994-5124","2411-2658","ECONOMICS","ESCI","115","0.3","Q4","0.11","98.91"%,
"FinanzArchiv-European Journal of Public Finance","FINANZARCHIV","MOHR SIEBECK","0015-2218","1614-0974","ECONOMICS","SSCI","249","0.3","Q4","0.11","2.5"%,
"International Journal of Computational Economics and Econometrics","INT J COMPUT ECON EC","INDERSCIENCE ENTERPRISES LTD","1757-1170","1757-1189","ECONOMICS","ESCI","112","0.3","Q4","0.11","1.56"%,
"International Real Estate Review","INT REAL ESTATE REV","GLOBAL SOCIAL SCIENCE INST","2154-8919","2154-8919","ECONOMICS","ESCI","126","0.3","Q4","0.11","0"%,
"Korean Economic Review","KOREAN ECON REV","KOREAN ECONOMIC ASSOCIATION","0254-3737","N/A","ECONOMICS","SSCI","76","0.3","Q4","0.11","0"%,
"Zhurnal Novaya Ekonomicheskaya Assotsiatsiya-Journal of the New Economic Association","ZH NOVAYA EKON ASSOT","CONSAS CONFERENCE","2221-2264","2221-2264","ECONOMICS","ESCI","140","0.3","Q4","0.11","98.88"%,
"Ekonomski Vjesnik","EKON VJESN","SVEUCILISTE JOSIPA JURJA STROSSMAYERA & OSIJEKU, EKONOMSKI FAK","0353-359X","1847-2206","ECONOMICS","ESCI","137","0.3","Q4","0.1","82.22"%,
"Eskisehir Osmangazi Universitesi IIBF Dergisi-Eskisehir Osmangazi University Journal of Economics and Administrative Sciences","ESKISEH OSMAN UNIV I","ESKISEHIR OSMANGAZI UNIV, FAC EDUCATION","1306-6730","1306-6730","ECONOMICS","ESCI","142","0.3","Q4","0.1","88.89"%,
"Revista Economia","REV ECON-PERU","PONTIFICIA UNIV CATOLICA PERU","0254-4415","2304-4306","ECONOMICS","ESCI","74","0.3","Q4","0.1","84.62"%,
"Statistika-Statistics and Economy Journal","STATISTIKA","CESKY STATISTICAL OFFICE","0322-788X","1804-8765","ECONOMICS","ESCI","93","0.3","Q4","0.1","95.35"%,
"Central European Journal of Economic Modelling and Econometrics","CENT EUR J ECONOM MO","POLISH ACADEMY SCIENCES-LODZ BRANCH","2080-0886","2080-119X","ECONOMICS","ESCI","42","0.3","Q4","0.09","25"%,
"Indonesian Capital Market Review","INDONES CAP MARK REV","UNIV INDONESIA","1979-8997","2356-3818","ECONOMICS","ESCI","38","0.3","Q4","0.08","80"%,
"Istanbul Iktisat Dergisi-Istanbul Journal of Economics","ISTANBUL J ECON","ISTANBUL UNIV","2602-4152","2602-3954","ECONOMICS","ESCI","41","0.3","Q4","0.08","65.91"%,
"Journal of Economic Policy Researches-Iktisat Politikasi Arastirmalari Dergisi","J ECON POLICY RES-IK","ISTANBUL UNIV","2148-3876","2148-3876","ECONOMICS","ESCI","35","0.3","Q4","0.08","38.46"%,
"Vestnik Sankt-Peterburgskogo Universiteta-Ekonomika-St Petersburg University Journal of Economic Studies","VESTN ST PETER U-EK","ST PETERSBURG UNIV PRESS","1026-356X","2542-226X","ECONOMICS","ESCI","61","0.3","Q4","0.08","97.59"%,
"Review of Network Economics","REV NETW ECON","WALTER DE GRUYTER GMBH","2194-5993","1446-9022","ECONOMICS","SSCI","277","0.2","Q4","0.19","13.79"%,
"JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT","J INST THEOR ECON","J C B MOHR","0932-4569","1614-0559","ECONOMICS","SSCI","632","0.2","Q4","0.18","1.25"%,
"Manchester Journal of International Economic Law","MANCH J INT ECON LAW","ELECTRONIC PUBL LTD","1742-3945","1742-3945","ECONOMICS","ESCI","46","0.2","Q4","0.16","0"%,
"Seoul Journal of Economics","SEOUL J ECON","SEOUL NATL UNIV, INST ECONOMIC RESEARCH","1225-0279","1225-0279","ECONOMICS","ESCI","99","0.2","Q4","0.12","0"%,
"Ruch Prawniczy Ekonomiczny i Socjologiczny","RUCH PRAW EKON SOCJ","ADAM MICKIEWICZ UNIV POZNAN","0035-9629","2543-9170","ECONOMICS","ESCI","137","0.2","Q4","0.11","98.82"%,
"Turkish Journal of Islamic Economics-TUJISE","TURK J ISLAMIC ECON","RESEARCH CENTER ISLAMIC ECONOMICS-IKAM","N/A","2587-232X","ECONOMICS","ESCI","69","0.2","Q4","0.11","59.52"%,
"Gospodarka Narodowa-The Polish Journal of Economics","GOSPOD NARODOWA","SZKOLA GLOWNA HANDLOWA, KOLEGIUM ANALIZ EKONOMICZNYCH","0867-0005","2300-5238","ECONOMICS","ESCI","84","0.2","Q4","0.09","92.31"%,
"Lecturas de Economia","LECT ECON","UNIV ANTIOQUIA, FAC CIENCIAS ECONOMICAS","0120-2596","2323-0622","ECONOMICS","ESCI","72","0.2","Q4","0.09","92.59"%,
"HITOTSUBASHI JOURNAL OF ECONOMICS","HITOTSUB J ECON","HITOTSUBASHI UNIV","0018-280X","2436-097X","ECONOMICS","SSCI","120","0.2","Q4","0.08","0"%,
"Il Pensiero Economico Italiano","PENSIERO ECON ITAL","FABRIZIO SERRA EDITORE","1122-8784","1724-0581","ECONOMICS","ESCI","21","0.2","Q4","0.08","0"%,
"Independent Review","INDEP REV","INDEPENDENT INST","1086-1653","2169-3420","ECONOMICS","SSCI","281","0.2","Q4","0.08","0"%,
"Ekonomski Pregled","EKON PREGL","HRVATSKO DRUSTVO EKONOMISTA","0424-7558","1848-9494","ECONOMICS","ESCI","113","0.2","Q4","0.07","92.08"%,
"Academy Review","ACAD REV","ALFRED NOBEL UNIV","2074-5354","2522-9745","ECONOMICS","ESCI","46","0.2","Q4","0.06","100"%,
"Economics Bulletin","ECON BULL","ECONOMICS BULLETIN","1545-2921","1545-2921","ECONOMICS","ESCI","1,419","0.2","Q4","0.06","0"%,
"Ekonomika i Matematiceskie Metody-Economics and Mathematical Methods","EKON MAT METOD","Russian Acad Sciences, State Acad Univ Humanities (GAUGN)","0424-7388","0424-7388","ECONOMICS","ESCI","81","0.2","Q4","0.06","0.78"%,
"Indian Journal of Economics and Development","INDIAN J ECON DEV","SOC ECONOMICS & DEVELOPMENT","2277-5412","2322-0430","ECONOMICS","ESCI","249","0.2","Q4","0.06","0.67"%,
"Journal of Applied Economics and Business Research","J APPL ECON BUS RES","JOURNAL APPLIED ECONOMICS & BUSINESS RESEARCH","1927-033X","1927-033X","ECONOMICS","ESCI","121","0.2","Q4","0.06","0"%,
"PROBLEMAS DEL DESARROLLO","PROBL DESARROLLO","Inst Investigaciones Economicas, Natl Autonomous Univ Mexico - IIEc UNAM","2007-8951","2007-8951","ECONOMICS","ESCI","123","0.2","Q4","0.06","100"%,
"Anales del Instituto de Actuarios Espanoles","AN INST ACTUAR ESP","INST ACTUARIOS ESPANOLES","0534-3232","2531-2308","ECONOMICS","ESCI","22","0.2","Q4","0.05","90.48"%,
"Ekonomi Politika & Finans Arastirmalari Dergisi","EKON POLIT FINANS AR","Economic and Financial Research Assoc - EFAD","N/A","2587-151X","ECONOMICS","ESCI","56","0.2","Q4","0.05","100"%,
"Ekonomista","EKONOMISTA","Polskie Towarzystwo Ekonomiczne","0013-3205","2299-6184","ECONOMICS","ESCI","68","0.2","Q4","0.05","91.3"%,
"History of Economic Thought and Policy","HIST ECON THOUGHT PO","FRANCO ANGELI","2240-9971","2280-188X","ECONOMICS","ESCI","35","0.2","Q4","0.05","0"%,
"Ekoist-Journal of Econometrics and Statistics","EKOIST-J ECONOM STAT","ISTANBUL UNIV","2651-396X","2651-396X","ECONOMICS","ESCI","27","0.2","Q4","0.04","47.06"%,
"Revue d Economie Regionale et Urbaine","REV ECON REG URBAINE","ARMAND COLIN","0180-7307","2107-0865","ECONOMICS","ESCI","140","0.2","Q4","0.04","0"%,
"Region et Developpement","REG DEV","EDITIONS L HARMATTAN","1267-5059","2117-0843","ECONOMICS","ESCI","120","0.2","Q4","0.02","0"%,

Copyright (c) 2026 Clarivate 
